order_id,order_value,leakage_flag,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,review_score,payment_type,customer_id,seller_id,order_status,loss_amount,delivery_delay,order_month,order_weekday,order_value_log,delay_value_interaction,pred_leak_proba,pred_loss_amount
1fda9a8d1632a5964c43fb8e64dbe3e3,0.0,1,2017-11-07 19:54:22,2017-11-24,,2.0,boleto,f94da73419386f20952c30afd48c85fb,,unavailable,0.0,0.0,2017-11,1,0.0,0.0,0.9967283,-0.16126296
2ddc0120a9ee5d965a08b68f6a3e2885,0.0,1,2017-09-24 00:24:28,2017-10-10,,2.0,boleto,5820efa64bd8d85cb4c4e67eeb40a6b9,,unavailable,0.0,0.0,2017-09,6,0.0,0.0,0.9967283,-0.16126296
309688f286ca9fb39735664ba1e37b29,0.0,1,2017-11-26 22:38:45,2017-12-18,,2.0,boleto,be9e16f7c118e7f49f6399f01fb4a48c,,unavailable,0.0,0.0,2017-11,6,0.0,0.0,0.9967283,-0.16126296
402e0a2ad64d2f2b8f0d06d436789aca,0.0,1,2017-10-21 10:58:06,2017-11-09,,2.0,boleto,84c6bfb65cffd4c4fbaabe31622495f5,,unavailable,0.0,0.0,2017-10,5,0.0,0.0,0.9967283,-0.16126296
4af4d191d7e83818829a9af9ea7fcdfc,0.0,1,2017-07-02 20:05:48,2017-07-14,,2.0,boleto,0adc3e20e5189e89caeceafdbcb0646e,,unavailable,0.0,0.0,2017-07,6,0.0,0.0,0.9967283,-0.16126296
a2dd87f10cd0b3cdb73c6ba52e333250,0.0,1,2017-10-11 18:51:26,2017-11-07,,2.0,boleto,21c0c4d41202817c20b246e5a5070ac4,,unavailable,0.0,0.0,2017-10,2,0.0,0.0,0.9967283,-0.16126296
ac446e82125c862fbe4c638d69f807bb,0.0,1,2017-04-06 13:17:49,2017-04-28,,2.0,boleto,259d52789dc5f2323c01238c73a28abc,,unavailable,0.0,0.0,2017-04,3,0.0,0.0,0.9967283,-0.16126296
d8198b1933966d7baf7a7d758bdde142,0.0,1,2017-08-09 13:34:56,2017-08-29,,2.0,boleto,24eab5309a4f60346c0fe93388afe166,,unavailable,0.0,0.0,2017-08,2,0.0,0.0,0.9967283,-0.16126296
01cb6d702e5233235f4125309d184bf4,0.0,1,2017-01-31 17:48:07,2017-03-10,,3.0,boleto,cf52d3f2132b17f52fdf4b40c135163e,,unavailable,0.0,0.0,2017-01,1,0.0,0.0,0.99557143,0.5785122
03227bf7c543bbee4efa38bb6c6763c8,0.0,1,2017-09-08 17:57:39,2017-09-25,,3.0,boleto,416d631088217221eb0b4c18b9b8992f,,unavailable,0.0,0.0,2017-09,4,0.0,0.0,0.99557143,0.5785122
